"","kick_distance","yardline_100","diff"
"2895",44,26,18
"2896",39,21,18
"2897",40,22,18
"2898",22,3,19
"2899",33,14,19
"2900",44,26,18
"2901",40,22,18
"2902",42,24,18
"2903",29,11,18
"2904",48,30,18
"2905",43,25,18
"2906",44,26,18
"2907",23,5,18
"2908",48,30,18
"2909",41,23,18
"2910",43,25,18
"2911",24,6,18
"2912",45,27,18
"2913",41,22,19
"2914",26,8,18
"2915",32,14,18
"2916",53,35,18
"2917",49,31,18
"2918",40,22,18
"2919",25,7,18
"2920",36,18,18
"2921",34,16,18
"2922",32,14,18
"2923",33,15,18
"2924",48,30,18
"2925",46,28,18
"2926",24,6,18
"2927",34,16,18
"2928",38,20,18
"2929",50,32,18
"2930",27,8,19
"2931",23,4,19
"2932",40,21,19
"2933",51,33,18
"2934",34,16,18
"2935",41,23,18
"2936",36,18,18
"2937",40,22,18
"2938",37,19,18
"2939",53,35,18
"2940",28,9,19
"2941",33,15,18
"2942",45,27,18
"2943",48,30,18
"2944",36,18,18
"2945",21,3,18
"2946",24,6,18
"2947",28,9,19
"2948",35,17,18
"2949",48,30,18
"2950",22,4,18
"2951",46,28,18
"2952",33,15,18
"2953",33,15,18
"2954",41,23,18
"2955",36,19,17
"2956",50,32,18
"2957",39,20,19
"2958",24,6,18
"2959",53,35,18
"2960",35,17,18
"2961",38,20,18
"2962",65,47,18
"2963",56,38,18
"2964",43,24,19
"2965",35,17,18
"2966",41,23,18
"2967",24,5,19
"2968",37,19,18
"2969",33,15,18
"2970",30,12,18
"2971",23,5,18
"2972",37,19,18
"2973",51,33,18
"2974",31,13,18
"2975",43,25,18
"2976",58,40,18
"2977",45,27,18
"2978",45,28,17
"2979",42,24,18
"2980",29,11,18
"2981",38,20,18
"2982",33,15,18
"2983",30,12,18
"2984",47,29,18
"2985",35,17,18
"2986",47,28,19
"2987",56,38,18
"2988",26,8,18
"2989",54,36,18
"2990",36,18,18
"2991",28,10,18
"2992",29,10,19
"2993",32,15,17
"2994",36,18,18
"2995",54,36,18
"2996",57,39,18
"2997",21,3,18
"2998",47,29,18
"2999",35,17,18
"3000",48,30,18
"3001",24,6,18
"3002",29,11,18
"3003",40,22,18
"3004",27,9,18
"3005",49,31,18
"3006",30,12,18
"3007",43,25,18
"3008",50,32,18
"3009",37,19,18
"3010",45,27,18
"3011",59,41,18
"3012",52,34,18
"3013",20,2,18
"3014",50,32,18
"3015",42,24,18
"3016",40,22,18
"3017",33,15,18
"3018",46,28,18
"3019",36,17,19
"3020",50,32,18
"3021",42,24,18
"3022",55,37,18
"3023",33,15,18
"3024",36,18,18
"3025",45,27,18
"3026",49,31,18
"3027",37,19,18
"3028",22,4,18
"3029",51,33,18
"3030",45,27,18
"3031",42,24,18
"3032",49,31,18
"3033",39,21,18
"3034",47,29,18
"3035",32,14,18
"3036",35,17,18
"3037",38,20,18
"3038",35,16,19
"3039",46,28,18
"3040",44,26,18
"3041",35,17,18
"3042",23,5,18
"3043",34,16,18
"3044",48,30,18
"3045",38,20,18
"3046",43,25,18
"3047",53,34,19
"3048",38,20,18
"3049",25,7,18
"3050",25,7,18
"3051",23,6,17
"3052",24,5,19
"3053",28,10,18
"3054",42,23,19
"3055",29,11,18
"3056",40,22,18
"3057",38,19,19
"3058",50,32,18
"3059",33,15,18
"3060",30,12,18
"3061",28,10,18
"3062",51,33,18
"3063",21,3,18
"3064",53,35,18
"3065",40,22,18
"3066",34,16,18
"3067",41,23,18
"3068",33,15,18
"3069",50,32,18
"3070",47,29,18
"3071",43,25,18
"3072",36,18,18
"3073",29,11,18
"3074",34,16,18
"3075",43,25,18
"3076",39,21,18
"3077",27,9,18
"3078",58,40,18
"3079",42,24,18
"3080",57,39,18
"3081",25,7,18
"3082",23,5,18
"3083",63,45,18
"3084",44,26,18
"3085",39,21,18
"3086",23,5,18
"3087",28,10,18
"3088",30,12,18
"3089",45,27,18
"3090",39,21,18
"3091",52,34,18
"3092",37,19,18
"3093",29,10,19
"3094",36,18,18
"3095",24,6,18
"3096",31,13,18
"3097",48,30,18
"3098",57,39,18
"3099",47,29,18
"3100",39,21,18
"3101",46,28,18
"3102",42,24,18
"3103",53,35,18
"3104",41,24,17
"3105",48,30,18
"3106",54,36,18
"3107",34,16,18
"3108",45,27,18
"3109",43,25,18
"3110",39,21,18
"3111",45,27,18
"3112",27,8,19
"3113",64,46,18
"3114",26,8,18
"3115",26,8,18
"3116",39,21,18
"3117",29,11,18
"3118",55,37,18
"3119",20,2,18
"3120",42,24,18
"3121",34,16,18
"3122",28,10,18
"3123",33,15,18
"3124",38,20,18
"3125",39,21,18
"3126",32,14,18
"3127",56,38,18
"3128",47,29,18
"3129",58,40,18
"3130",40,22,18
"3131",46,28,18
"3132",44,26,18
"3133",29,11,18
"3134",28,9,19
"3135",37,19,18
"3136",25,7,18
"3137",23,5,18
"3138",46,28,18
"3139",35,17,18
"3140",53,35,18
"3141",49,31,18
"3142",56,38,18
"3143",46,28,18
"3144",27,9,18
"3145",52,34,18
"3146",41,23,18
"3147",28,10,18
"3148",25,7,18
"3149",41,23,18
"3150",19,1,18
"3151",35,17,18
"3152",39,21,18
"3153",29,11,18
"3154",36,18,18
"3155",57,39,18
"3156",31,13,18
"3157",47,29,18
"3158",37,19,18
"3159",53,35,18
"3160",41,23,18
"3161",48,30,18
"3162",22,4,18
"3163",22,4,18
"3164",33,15,18
"3165",21,3,18
"3166",21,2,19
"3167",28,10,18
"3168",51,33,18
"3169",48,29,19
"3170",43,25,18
"3171",40,22,18
"3172",52,34,18
"3173",32,14,18
"3174",53,35,18
"3175",23,5,18
"3176",48,30,18
"3177",46,28,18
"3178",43,25,18
"3179",25,7,18
"3180",49,31,18
"3181",45,27,18
"3182",39,21,18
"3183",40,22,18
"3184",22,4,18
"3185",32,14,18
"3186",29,10,19
"3187",40,22,18
"3188",39,21,18
"3189",39,21,18
"3190",41,23,18
"3191",47,29,18
"3192",31,13,18
"3193",48,30,18
"3194",28,10,18
"3195",24,6,18
"3196",34,16,18
"3197",22,4,18
"3198",52,34,18
"3199",42,24,18
"3200",50,32,18
"3201",34,16,18
"3202",50,32,18
"3203",41,23,18
"3204",41,23,18
"3205",58,40,18
"3206",33,15,18
"3207",52,34,18
"3208",37,19,18
"3209",33,15,18
"3210",38,20,18
"3211",39,21,18
"3212",40,21,19
"3213",32,14,18
"3214",37,19,18
"3215",54,36,18
"3216",51,33,18
"3217",42,24,18
"3218",32,14,18
"3219",49,31,18
"3220",21,3,18
"3221",34,16,18
"3222",42,24,18
"3223",39,21,18
"3224",36,18,18
"3225",34,16,18
"3226",47,30,17
"3227",36,18,18
"3228",43,25,18
"3229",35,17,18
"3230",44,26,18
"3231",38,20,18
"3232",34,16,18
"3233",45,27,18
"3234",62,44,18
"3235",43,25,18
"3236",42,24,18
"3237",30,12,18
"3238",41,23,18
"3239",45,27,18
"3240",25,7,18
"3241",25,7,18
"3242",33,15,18
"3243",46,28,18
"3244",34,15,19
"3245",56,38,18
"3246",43,25,18
"3247",53,35,18
"3248",23,5,18
"3249",48,30,18
"3250",35,17,18
"3251",37,19,18
"3252",47,29,18
"3253",28,10,18
"3254",22,3,19
"3255",33,15,18
"3256",55,37,18
"3257",36,18,18
"3258",47,29,18
"3259",27,9,18
"3260",52,34,18
"3261",23,5,18
"3262",34,16,18
"3263",37,19,18
"3264",50,31,19
"3265",51,33,18
"3266",24,6,18
"3267",46,28,18
"3268",26,8,18
"3269",24,6,18
"3270",40,22,18
"3271",48,30,18
"3272",48,30,18
"3273",52,34,18
"3274",37,19,18
"3275",55,37,18
"3276",26,8,18
"3277",28,10,18
"3278",29,11,18
"3279",49,31,18
"3280",24,6,18
"3281",41,23,18
"3282",43,25,18
"3283",28,10,18
"3284",40,22,18
"3285",42,24,18
"3286",19,1,18
"3287",26,8,18
"3288",25,7,18
"3289",33,15,18
"3290",40,22,18
"3291",34,16,18
"3292",33,15,18
"3293",25,7,18
"3294",36,18,18
"3295",23,5,18
"3296",48,29,19
"3297",44,26,18
"3298",53,35,18
"3299",44,26,18
"3300",30,12,18
"3301",50,32,18
"3302",52,34,18
"3303",45,27,18
"3304",51,33,18
"3305",25,8,17
"3306",38,20,18
"3307",30,12,18
"3308",46,28,18
"3309",49,31,18
"3310",23,4,19
"3311",26,8,18
"3312",57,39,18
"3313",26,8,18
"3314",30,12,18
"3315",31,13,18
"3316",43,26,17
"3317",33,15,18
"3318",33,15,18
"3319",48,30,18
"3320",24,6,18
"3321",58,40,18
"3322",44,26,18
"3323",58,40,18
"3324",21,3,18
"3325",45,27,18
"3326",32,14,18
"3327",42,24,18
"3328",21,3,18
"3329",30,12,18
"3330",23,5,18
"3331",37,19,18
"3332",23,5,18
"3333",48,30,18
"3334",20,2,18
"3335",23,5,18
"3336",22,4,18
"3337",31,13,18
"3338",35,17,18
"3339",50,32,18
"3340",26,7,19
"3341",27,9,18
"3342",41,23,18
"3343",29,11,18
"3344",26,8,18
"3345",33,15,18
"3346",48,30,18
"3347",46,28,18
"3348",50,32,18
"3349",36,18,18
"3350",33,15,18
"3351",53,35,18
"3352",41,23,18
"3353",47,29,18
"3354",30,12,18
"3355",52,34,18
"3356",32,14,18
"3357",44,26,18
"3358",48,30,18
"3359",40,22,18
"3360",54,36,18
"3361",45,27,18
"3362",46,28,18
"3363",32,14,18
"3364",20,2,18
"3365",54,36,18
"3366",36,18,18
"3367",38,20,18
"3368",33,15,18
"3369",29,11,18
"3370",32,14,18
"3371",32,14,18
"3372",31,13,18
"3373",29,12,17
"3374",36,18,18
"3375",56,38,18
"3376",35,17,18
"3377",46,28,18
"3378",38,20,18
"3379",47,29,18
"3380",32,14,18
"3381",48,30,18
"3382",42,24,18
"3383",36,18,18
"3384",44,26,18
"3385",31,13,18
"3386",48,30,18
"3387",32,14,18
"3388",32,14,18
"3389",45,27,18
"3390",37,19,18
"3391",23,5,18
"3392",55,37,18
"3393",28,10,18
"3394",29,11,18
"3395",42,24,18
"3396",39,21,18
"3397",29,11,18
"3398",22,4,18
"3399",44,26,18
"3400",49,31,18
"3401",60,50,10
"3402",46,28,18
"3403",54,36,18
"3404",29,11,18
"3405",41,23,18
"3406",40,22,18
"3407",22,4,18
"3408",49,31,18
"3409",21,2,19
"3410",50,32,18
"3411",62,44,18
"3412",32,14,18
"3413",40,22,18
"3414",38,20,18
"3415",26,8,18
"3416",22,4,18
"3417",37,19,18
"3418",48,30,18
"3419",41,23,18
"3420",51,33,18
"3421",54,35,19
"3422",23,5,18
"3423",41,23,18
"3424",44,26,18
"3425",50,32,18
"3426",46,28,18
"3427",47,29,18
"3428",22,4,18
"3429",21,3,18
"3430",32,14,18
"3431",40,22,18
"3432",39,21,18
"3433",53,35,18
"3434",40,22,18
"3435",43,25,18
"3436",20,2,18
"3437",38,20,18
"3438",38,20,18
"3439",20,2,18
"3440",55,37,18
"3441",25,7,18
"3442",34,15,19
"3443",31,13,18
"3444",53,35,18
"3445",48,30,18
"3446",39,21,18
"3447",21,3,18
"3448",55,37,18
"3449",47,29,18
"3450",37,19,18
"3451",35,17,18
"3452",25,7,18
"3453",28,10,18
"3454",34,16,18
"3455",31,13,18
"3456",53,35,18
"3457",22,4,18
"3458",35,17,18
"3459",47,29,18
"3460",31,13,18
"3461",26,8,18
"3462",21,3,18
"3463",29,11,18
"3464",37,19,18
"3465",38,19,19
"3466",26,8,18
"3467",33,15,18
"3468",20,1,19
"3469",45,27,18
"3470",39,21,18
"3471",52,34,18
"3472",40,22,18
"3473",55,37,18
"3474",25,7,18
"3475",50,32,18
"3476",20,2,18
"3477",45,27,18
"3478",29,11,18
"3479",50,32,18
"3480",39,21,18
"3481",43,25,18
"3482",45,26,19
"3483",46,28,18
"3484",45,27,18
"3485",34,16,18
"3486",46,28,18
"3487",39,20,19
"3488",42,24,18
"3489",52,34,18
"3490",30,12,18
"3491",45,26,19
"3492",26,8,18
"3493",63,45,18
"3494",38,19,19
"3495",29,11,18
"3496",39,21,18
"3497",45,27,18
"3498",28,10,18
"3499",22,4,18
"3500",29,11,18
"3501",47,29,18
"3502",31,13,18
"3503",26,7,19
"3504",31,13,18
"3505",50,32,18
"3506",41,23,18
"3507",20,2,18
"3508",23,5,18
"3509",28,10,18
"3510",20,2,18
"3511",29,11,18
"3512",38,20,18
"3513",29,11,18
"3514",34,16,18
"3515",47,29,18
"3516",45,27,18
"3517",21,3,18
"3518",29,11,18
"3519",55,37,18
"3520",45,27,18
"3521",51,33,18
"3522",50,32,18
"3523",28,10,18
"3524",35,17,18
"3525",33,15,18
"3526",22,4,18
"3527",25,7,18
"3528",19,1,18
"3529",20,2,18
"3530",42,24,18
"3531",41,22,19
"3532",42,24,18
"3533",54,36,18
"3534",41,23,18
"3535",53,35,18
"3536",52,34,18
"3537",29,11,18
"3538",43,25,18
"3539",24,6,18
"3540",33,15,18
"3541",40,22,18
"3542",44,25,19
"3543",37,19,18
"3544",53,35,18
"3545",42,24,18
"3546",51,33,18
"3547",53,35,18
"3548",47,29,18
"3549",54,36,18
"3550",37,19,18
"3551",22,4,18
"3552",48,30,18
"3553",24,6,18
"3554",51,33,18
"3555",42,24,18
"3556",50,32,18
"3557",21,3,18
"3558",29,11,18
"3559",30,12,18
"3560",27,9,18
"3561",43,25,18
"3562",40,22,18
"3563",28,10,18
"3564",28,10,18
"3565",38,20,18
"3566",39,21,18
"3567",30,12,18
"3568",27,9,18
"3569",43,25,18
"3570",30,12,18
"3571",21,3,18
"3572",35,17,18
"3573",54,36,18
"3574",25,7,18
"3575",52,34,18
"3576",28,10,18
"3577",26,8,18
"3578",29,11,18
"3579",32,14,18
"3580",45,27,18
"3581",23,5,18
"3582",29,11,18
"3583",40,22,18
"3584",34,16,18
"3585",43,25,18
"3586",54,36,18
"3587",44,26,18
"3588",52,34,18
"3589",30,12,18
"3590",58,40,18
"3591",42,24,18
"3592",25,7,18
"3593",21,3,18
"3594",51,33,18
"3595",33,15,18
"3596",26,8,18
"3597",43,25,18
"3598",24,6,18
"3599",29,11,18
"3600",45,27,18
"3601",54,36,18
"3602",44,26,18
"3603",39,21,18
"3604",22,4,18
"3605",19,1,18
"3606",49,31,18
"3607",52,34,18
"3608",49,31,18
"3609",40,22,18
"3610",26,8,18
"3611",29,11,18
"3612",36,18,18
"3613",47,29,18
"3614",50,32,18
"3615",41,23,18
"3616",37,19,18
"3617",22,4,18
"3618",45,27,18
"3619",40,22,18
"3620",43,25,18
"3621",35,17,18
"3622",56,38,18
"3623",49,31,18
"3624",44,26,18
"3625",42,24,18
"3626",29,11,18
"3627",33,15,18
"3628",39,21,18
"3629",37,19,18
"3630",54,36,18
"3631",30,12,18
"3632",45,27,18
"3633",41,23,18
"3634",37,19,18
"3635",29,11,18
"3636",36,18,18
"3637",47,29,18
"3638",28,10,18
"3639",48,30,18
"3640",30,12,18
"3641",42,24,18
"3642",39,22,17
"3643",27,8,19
"3644",34,16,18
"3645",47,29,18
"3646",53,35,18
"3647",50,32,18
"3648",47,29,18
"3649",22,4,18
"3650",54,36,18
"3651",30,12,18
"3652",41,23,18
"3653",43,25,18
"3654",39,21,18
"3655",52,34,18
"3656",56,38,18
"3657",30,12,18
"3658",33,15,18
"3659",40,22,18
"3660",22,4,18
"3661",53,34,19
"3662",27,9,18
"3663",47,29,18
"3664",25,7,18
"3665",39,21,18
"3666",48,30,18
"3667",48,30,18
"3668",57,39,18
"3669",26,8,18
"3670",27,9,18
"3671",23,5,18
"3672",54,36,18
"3673",53,35,18
"3674",35,17,18
"3675",43,25,18
"3676",39,21,18
"3677",46,28,18
"3678",47,29,18
"3679",47,29,18
"3680",42,24,18
"3681",26,8,18
"3682",43,25,18
"3683",43,25,18
"3684",38,20,18
"3685",38,20,18
"3686",23,5,18
"3687",31,13,18
"3688",29,11,18
"3689",51,33,18
"3690",34,15,19
"3691",21,3,18
"3692",48,30,18
"3693",47,29,18
"3694",38,20,18
"3695",53,35,18
"3696",40,22,18
"3697",20,1,19
"3698",30,12,18
"3699",34,16,18
"3700",47,29,18
"3701",29,11,18
"3702",41,23,18
"3703",43,25,18
"3704",43,25,18
"3705",43,25,18
"3706",34,16,18
"3707",46,28,18
"3708",34,16,18
"3709",46,28,18
"3710",27,9,18
"3711",40,22,18
"3712",26,8,18
"3713",41,23,18
"3714",49,31,18
"3715",42,24,18
"3716",35,17,18
"3717",22,4,18
"3718",39,21,18
"3719",44,26,18
"3720",26,8,18
"3721",55,37,18
"3722",44,26,18
"3723",29,11,18
"3724",49,31,18
"3725",44,26,18
"3726",45,27,18
"3727",50,31,19
"3728",32,14,18
"3729",46,28,18
"3730",34,16,18
"3731",41,23,18
"3732",41,23,18
"3733",52,34,18
"3734",28,10,18
"3735",33,15,18
"3736",46,28,18
"3737",44,26,18
"3738",46,28,18
"3739",46,28,18
"3740",27,9,18
"3741",48,30,18
"3742",42,24,18
"3743",29,11,18
"3744",39,21,18
"3745",23,5,18
"3746",45,27,18
"3747",39,21,18
"3748",28,10,18
"3749",24,5,19
"3750",37,19,18
"3751",49,31,18
"3752",21,3,18
"3753",42,24,18
"3754",39,21,18
"3755",29,11,18
"3756",27,9,18
"3757",48,30,18
"3758",35,17,18
"3759",36,18,18
"3760",36,18,18
"3761",49,31,18
"3762",50,32,18
"3763",36,18,18
"3764",46,27,19
"3765",40,21,19
"3766",26,8,18
"3767",42,24,18
"3768",43,25,18
"3769",26,8,18
"3770",24,6,18
"3771",48,29,19
"3772",24,6,18
"3773",43,25,18
"3774",35,17,18
"3775",48,30,18
"3776",26,8,18
"3777",27,9,18
"3778",47,29,18
"3779",26,8,18
"3780",28,10,18
"3781",24,6,18
"3782",25,7,18
"3783",40,22,18
"3784",32,14,18
"3785",38,20,18
"3786",50,32,18
"3787",35,17,18
"3788",41,23,18
"3789",47,29,18
"3790",26,8,18
"3791",25,7,18
"3792",30,12,18
"3793",24,5,19
"3794",31,13,18
"3795",39,21,18
"3796",29,11,18
"3797",34,16,18
"3798",47,29,18
"3799",27,9,18
"3800",45,27,18
"3801",27,9,18
"3802",41,23,18
"3803",33,15,18
"3804",30,12,18
"3805",31,13,18
"3806",55,37,18
"3807",52,34,18
"3808",46,29,17
"3809",53,35,18
"3810",29,11,18
"3811",47,29,18
"3812",29,11,18
"3813",36,18,18
"3814",23,5,18
"3815",22,4,18
"3816",42,25,17
"3817",45,27,18
"3818",47,29,18
"3819",42,24,18
"3820",45,27,18
"3821",43,25,18
"3822",42,24,18
"3823",24,6,18
"3824",39,21,18
"3825",48,30,18
"3826",47,29,18
"3827",44,26,18
"3828",50,32,18
"3829",34,15,19
"3830",48,30,18
"3831",43,25,18
"3832",49,30,19
"3833",51,33,18
"3834",37,19,18
"3835",30,12,18
"3836",51,33,18
"3837",32,14,18
"3838",49,31,18
"3839",25,7,18
"3840",53,35,18
"3841",37,19,18
"3842",55,37,18
"3843",53,35,18
"3844",28,10,18
"3845",31,12,19
"3846",46,28,18
"3847",25,7,18
"3848",42,24,18
"3849",49,31,18
"3850",36,18,18
"3851",36,18,18
"3852",36,18,18
"3853",47,29,18
"3854",48,29,19
"3855",37,19,18
"3856",46,28,18
"3857",35,17,18
"3858",29,11,18
"3859",50,32,18
"3860",42,24,18
"3861",34,16,18
"3862",44,26,18
"3863",28,10,18
"3864",53,35,18
"3865",31,13,18
"3866",46,28,18
"3867",36,18,18
"3868",42,24,18
"3869",31,13,18
"3870",54,36,18
"3871",36,18,18
"3872",27,9,18
"3873",45,27,18
"3874",50,32,18
"3875",50,32,18
"3876",19,1,18
"3877",44,26,18
"3878",47,29,18
"3879",48,30,18
"3880",41,23,18
"3881",31,13,18
"3882",41,23,18
"3883",29,11,18
"3884",26,8,18
"3885",40,22,18
"3886",22,4,18
"3887",37,19,18
"3888",25,6,19
"3889",28,10,18
"3890",31,13,18
"3891",34,16,18
"3892",53,35,18
"3893",48,29,19
"3894",42,24,18
"3895",37,19,18
"3896",44,26,18
"3897",34,16,18
"3898",34,16,18
"3899",47,29,18
"3900",30,12,18
"3901",30,12,18
"3902",37,19,18
"3903",25,7,18
"3904",39,21,18
"3905",37,19,18
"3906",34,16,18
"3907",55,37,18
"3908",48,30,18
"3909",41,23,18
"3910",30,12,18
"3911",42,24,18
"3912",32,15,17
"3913",52,34,18
"3914",33,15,18
"3915",43,25,18
"3916",22,4,18
"3917",46,28,18
"3918",43,25,18
"3919",49,31,18
"3920",36,18,18
"3921",30,12,18
"3922",27,9,18
"3923",44,26,18
"3924",45,27,18
"3925",21,3,18
"3926",23,5,18
"3927",24,6,18
"3928",32,14,18
"3929",44,26,18
"3930",45,27,18
"3931",29,11,18
"3932",33,15,18
"3933",26,8,18
"3934",28,10,18
"3935",33,15,18
"3936",34,15,19
"3937",27,9,18
"3938",43,25,18
"3939",45,27,18
"3940",50,32,18
"3941",42,24,18
"3942",42,24,18
"3943",49,31,18
"3944",24,6,18
"3945",47,29,18
"3946",41,23,18
"3947",26,7,19
"3948",44,26,18
"3949",38,20,18
"3950",27,9,18
"3951",34,16,18
"3952",40,22,18
"3953",46,28,18
"3954",48,30,18
"3955",49,31,18
"3956",25,7,18
"3957",53,35,18
"3958",43,25,18
"3959",52,34,18
"3960",30,12,18
"3961",44,26,18
"3962",46,28,18
"3963",54,36,18
"3964",22,4,18
"3965",46,27,19
"3966",45,26,19
"3967",30,12,18
"3968",51,33,18
"3969",47,29,18
"3970",31,13,18
"3971",35,17,18
"3972",36,18,18
"3973",51,33,18
"3974",20,2,18
"3975",27,9,18
"3976",35,17,18
"3977",50,32,18
"3978",20,2,18
"3979",57,39,18
"3980",47,29,18
"3981",37,19,18
"3982",36,18,18
"3983",49,31,18
"3984",53,35,18
"3985",32,14,18
"3986",55,37,18
"3987",49,31,18
"3988",26,7,19
"3989",34,16,18
"3990",26,8,18
"3991",23,5,18
"3992",42,24,18
"3993",33,15,18
"3994",19,1,18
"3995",32,14,18
"3996",54,36,18
"3997",50,32,18
"3998",25,7,18
"3999",41,23,18
"4000",37,19,18
"4001",42,24,18
"4002",40,22,18
"4003",23,5,18
"4004",27,9,18
"4005",56,39,17
"4006",46,28,18
"4007",32,14,18
"4008",26,8,18
"4009",52,34,18
"4010",52,34,18
"4011",33,15,18
"4012",47,29,18
"4013",53,35,18
"4014",48,29,19
"4015",27,9,18
"4016",54,36,18
"4017",49,31,18
"4018",37,19,18
"4019",42,24,18
"4020",47,29,18
"4021",47,29,18
"4022",31,13,18
"4023",27,9,18
"4024",49,31,18
"4025",33,15,18
"4026",45,27,18
"4027",44,26,18
"4028",34,16,18
"4029",43,25,18
"4030",33,15,18
"4031",26,8,18
"4032",33,15,18
"4033",37,19,18
"4034",34,16,18
"4035",38,20,18
"4036",39,21,18
"4037",34,16,18
"4038",22,4,18
"4039",42,24,18
"4040",47,29,18
"4041",46,28,18
"4042",32,14,18
"4043",42,24,18
"4044",51,33,18
"4045",40,22,18
"4046",56,37,19
"4047",33,15,18
"4048",20,2,18
"4049",20,2,18
"4050",53,35,18
"4051",50,32,18
"4052",56,38,18
"4053",40,22,18
"4054",27,9,18
"4055",25,7,18
"4056",32,14,18
"4057",23,5,18
"4058",51,33,18
"4059",30,12,18
"4060",34,16,18
"4061",28,11,17
"4062",47,29,18
"4063",29,11,18
"4064",39,20,19
"4065",23,5,18
"4066",43,25,18
"4067",49,31,18
"4068",51,32,19
"4069",33,15,18
"4070",28,10,18
"4071",57,39,18
"4072",31,13,18
"4073",37,19,18
"4074",50,32,18
"4075",45,27,18
"4076",22,4,18
"4077",42,24,18
"4078",26,8,18
"4079",47,29,18
"4080",47,29,18
"4081",30,12,18
"4082",28,10,18
"4083",47,29,18
"4084",31,13,18
"4085",42,24,18
"4086",28,10,18
"4087",48,30,18
"4088",40,22,18
"4089",40,22,18
"4090",40,22,18
"4091",38,20,18
"4092",41,23,18
"4093",47,29,18
"4094",28,10,18
"4095",29,11,18
"4096",43,25,18
"4097",21,3,18
"4098",43,25,18
"4099",49,31,18
"4100",35,17,18
"4101",49,30,19
"4102",46,28,18
"4103",26,8,18
"4104",38,20,18
"4105",36,18,18
"4106",21,3,18
"4107",31,13,18
"4108",51,33,18
"4109",24,6,18
"4110",39,21,18
"4111",35,17,18
"4112",21,3,18
"4113",45,26,19
"4114",50,32,18
"4115",49,31,18
"4116",22,4,18
"4117",54,36,18
"4118",27,9,18
"4119",42,24,18
"4120",30,12,18
"4121",38,20,18
"4122",31,13,18
"4123",42,24,18
"4124",52,34,18
"4125",52,34,18
"4126",24,6,18
"4127",56,38,18
"4128",49,31,18
"4129",27,9,18
"4130",35,17,18
"4131",32,14,18
"4132",28,10,18
"4133",44,26,18
"4134",55,37,18
"4135",41,23,18
"4136",41,23,18
"4137",29,11,18
"4138",35,17,18
"4139",53,35,18
"4140",31,13,18
"4141",33,15,18
"4142",31,12,19
"4143",43,25,18
"4144",35,17,18
"4145",51,33,18
"4146",29,11,18
"4147",19,1,18
"4148",38,20,18
"4149",30,12,18
"4150",50,32,18
"4151",25,7,18
"4152",46,28,18
"4153",24,6,18
"4154",43,25,18
"4155",50,32,18
"4156",50,31,19
"4157",43,25,18
"4158",22,3,19
"4159",31,13,18
"4160",47,29,18
"4161",20,2,18
"4162",46,28,18
"4163",31,13,18
"4164",54,36,18
"4165",46,28,18
"4166",45,27,18
"4167",31,13,18
"4168",38,20,18
"4169",34,16,18
"4170",22,4,18
"4171",19,1,18
"4172",38,20,18
"4173",48,30,18
"4174",53,35,18
"4175",38,20,18
"4176",40,22,18
"4177",21,2,19
"4178",41,23,18
"4179",36,18,18
"4180",49,31,18
"4181",49,31,18
"4182",42,23,19
"4183",54,36,18
"4184",29,11,18
"4185",38,20,18
"4186",21,3,18
"4187",47,29,18
"4188",44,26,18
"4189",42,24,18
"4190",25,7,18
"4191",42,24,18
"4192",27,9,18
"4193",33,15,18
"4194",41,23,18
"4195",32,13,19
"4196",46,28,18
"4197",32,14,18
"4198",39,21,18
"4199",44,26,18
"4200",47,29,18
"4201",35,17,18
"4202",45,26,19
"4203",20,2,18
"4204",39,21,18
"4205",52,34,18
"4206",45,27,18
"4207",33,15,18
"4208",23,5,18
"4209",38,20,18
"4210",43,25,18
"4211",27,9,18
"4212",49,31,18
"4213",58,40,18
"4214",21,3,18
"4215",28,10,18
"4216",43,25,18
"4217",57,39,18
"4218",35,17,18
"4219",35,17,18
"4220",51,33,18
"4221",49,31,18
"4222",41,23,18
"4223",58,40,18
"4224",23,5,18
"4225",30,12,18
"4226",58,40,18
"4227",38,20,18
"4228",30,12,18
"4229",33,15,18
"4230",21,3,18
"4231",28,10,18
"4232",38,20,18
"4233",38,20,18
"4234",44,26,18
"4235",51,33,18
"4236",25,7,18
"4237",31,13,18
"4238",28,9,19
"4239",54,36,18
"4240",34,16,18
"4241",57,39,18
"4242",39,21,18
"4243",37,19,18
"4244",50,32,18
"4245",41,23,18
"4246",46,28,18
"4247",25,7,18
"4248",49,31,18
"4249",33,15,18
"4250",24,6,18
"4251",28,10,18
"4252",29,11,18
"4253",24,6,18
"4254",30,12,18
"4255",22,4,18
"4256",41,23,18
"4257",31,13,18
"4258",46,28,18
"4259",35,17,18
"4260",29,11,18
"4261",36,18,18
"4262",48,30,18
"4263",27,9,18
"4264",48,30,18
"4265",42,24,18
"4266",54,36,18
"4267",31,13,18
"4268",25,7,18
"4269",43,25,18
"4270",42,24,18
"4271",37,19,18
"4272",54,36,18
"4273",24,6,18
"4274",35,17,18
"4275",39,21,18
"4276",52,34,18
"4277",33,15,18
"4278",45,26,19
"4279",35,17,18
"4280",49,31,18
"4281",34,16,18
"4282",33,15,18
"4283",26,8,18
"4284",26,8,18
"4285",42,23,19
"4286",42,24,18
"4287",53,34,19
"4288",30,12,18
"4289",29,11,18
"4290",33,15,18
"4291",23,5,18
"4292",41,22,19
